Type,Name,postcode,district,state,latitude,longitude,no.of. Bed
Klinik Desa,KLINIK DESA PETASEH,72300,Jelebu,Negeri Sembilan,3.015415,102.180663,0
Klinik Desa,KLINIK DESA KAMPONG TENGAH,71550,Kuala Pilah,Negeri Sembilan,2.71413,102.18202,0
Klinik Desa,KLINIK DESA CHIKU 2,18300,Gua Musang,Kelantan,4.928806,102.18225,0
Klinik Desa,KLINIK DESA AIR DINGIN,16200,Tumpat,Kelantan,6.174036,102.185361,0
Klinik Desa,KLINIK DESA MELEKEK,78000,Alor Gajah,Melaka,2.4298,102.18669,0
Klinik Desa,KLINIK DESA BUNUT SARANG BURUNG,16200,Tumpat,Kelantan,6.145472,102.187043,0
Klinik Desa,KLINIK DESA KAMPPUNG BUKIT,16200,Tumpat,Kelantan,6.101314,102.188655,0
Klinik Desa,KLINIK DESA MATA AIR,18500,Machang,Kelantan,5.86861,102.18944,0
Klinik Desa,KLINIK DESA KAMPUNG JAKAR,18500,Machang,Kelantan,5.71671,102.19036,0
Klinik Desa,KLINIK DESA TENGKEK,72200,Kuala Pilah,Negeri Sembilan,2.85973,102.19076,0
Klinik Desa,KLINIK DESA BERTAM ULU,75200,Melaka Tengah,Melaka,2.28971,102.19137,0
Klinik Desa,KLINIK DESA TANJONG IPOH,71500,Kuala Pilah,Negeri Sembilan,2.739415,102.191584,0
Klinik Desa,KLINIK DESA WAKAF DELIMA,16200,Tumpat,Kelantan,6.118577,102.193306,0
Klinik Desa,KLINIK DESA KAMPUNG BANDAR,18500,Machang,Kelantan,5.89459,102.19439,0
Klinik Desa,KLINIK DESA SALOR,15100,Kota Bharu,Kelantan,6.03918,102.19467,0
Klinik Desa,KLINIK DESA KAMPUNG JOH,18500,Machang,Kelantan,5.82876,102.19521,0
Klinik Desa,KLINIK DESA PADANG ROKMA,16200,Tumpat,Kelantan,6.119289,102.196519,0
Klinik Desa,KLINIK DESA KAMPUNG SIMPUL BELUBANG,18500,Machang,Kelantan,5.78889,102.19694,0
Klinik Desa,KLINIK DESA RANGOI (KD BARU),72400,Jelebu,Negeri Sembilan,3.15238,102.19929,0
Klinik Desa,KLINIK  DESA PULAI TONGKANG,16200,Tumpat,Kelantan,6.201952,102.199942,0
Klinik Desa,KLINIK DESA ULU PILAH,72000,Kuala Pilah,Negeri Sembilan,2.69284,102.20044,0
Klinik Desa,KLINIK DESA CHETOK,17060,Pasir Mas,Kelantan,5.96855,102.20133,0
Klinik Desa,KLINIK DESA KAMPUNG KEROH,18000,Kuala Krai,Kelantan,5.62524,102.20156,0
Klinik Desa,KLINIK DESA KERAMBIT,27200,Lipis,Pahang,4.11622,102.20159,0
Klinik Desa,KLINIK DESA SUNGAI MENGKUANG,18000,Kuala Krai,Kelantan,5.33139,102.20222,0
Klinik Desa,KLINIK DESA GONDANG,16450,Kota Bharu,Kelantan,5.93194,102.20417,0
Klinik Desa,KLINIK DESA SUNGAI PETAI,78000,Alor Gajah,Melaka,2.3459,102.2042,0
Klinik Desa,KLINIK DESA KUTAN,16200,Tumpat,Kelantan,6.096951,102.208927,0
Klinik Desa,KLINIK DESA REMBIA,78300,Alor Gajah,Melaka,2.33213,102.20914,0
Klinik Desa,Klinik Desa Kok Pasir,16200,Tumpat,Kelantan,6.166868,102.209622,0
Klinik Desa,KLINIK DESA MORAK,16200,Tumpat,Kelantan,6.137429,102.210507,0
Klinik Desa,KLINIK DESA AMPANG TINGGI,72000,Kuala Pilah,Negeri Sembilan,2.738299,102.211003,0
Klinik Desa,Klinik Desa Kok Keli,16200,Tumpat,Kelantan,6.17455,102.21184,0
Klinik Desa,KLINIK DESA PEGOH,78000,Alor Gajah,Melaka,2.39857,102.21204,0
Klinik Desa,KLINIK DESA KAMPUNG TELEKONG,18000,Kuala Krai,Kelantan,5.65778,102.2125,0
Klinik Desa,KLINIK DESA PAYA RUMPUT,76450,Melaka Tengah,Melaka,2.29342,102.21401,0
Klinik Desa,KLINIK DESA PANGKAL KALONG,16450,Kota Bharu,Kelantan,5.91917,102.21833,0
Klinik Desa,KLINIK DESA KAMPUNG BETA HILIR,15100,Kota Bharu,Kelantan,6.02917,102.21972,0
Klinik Desa,KLINIK DESA GACHONG,71500,Kuala Pilah,Negeri Sembilan,2.69427,102.21978,0
Klinik Desa,KLINIK DESA KAMPONG PADANG,75250,Melaka Tengah,Melaka,2.2208,102.22029,0
Klinik Desa,KLINIK DESA KAMPUNG BETA HULU,15100,Kota Bharu,Kelantan,5.99917,102.22056,0
Klinik Desa,KLINIK DESA KAMPUNG PENDEK,15100,Kota Bharu,Kelantan,6.058673,102.220674,0
Klinik Desa,KLINIK DESA PASIR PEKAN HILIR,16200,Tumpat,Kelantan,6.1261,102.22289,0
Klinik Desa,KLINIK DESA BETONG,73100,Kuala Pilah,Negeri Sembilan,2.54467,102.22368,0
Klinik Desa,KLINIK  DESA PALEKBANG,16200,Tumpat,Kelantan,6.143424,102.223985,0
Klinik Desa,KLINIK DESA TELOK RENJUNA,16200,Tumpat,Kelantan,6.195616,102.225018,0
Klinik Desa,KLINIK DESA KEMANSUL,28330,Bentong,Pahang,3.278774,102.225432,0
Klinik Desa,KLINIK DESA KAMPUNG BINJAI (LABOK),18500,Machang,Kelantan,5.83108,102.22551,0
Klinik Desa,KLINIK DESA KAMPUNG KUBANG KIAT,15100,Kota Bharu,Kelantan,5.97722,102.22667,0
Klinik Desa,KLINIK DESA PULAU SEBANG,78300,Alor Gajah,Melaka,2.451027,102.228287,0
Klinik Desa,KLINIK DESA MELANG TENGAH,72000,Kuala Pilah,Negeri Sembilan,2.739007,102.2301,0
Klinik Desa,KLINIK DESA MELAKA PINDAH,78000,Alor Gajah,Melaka,2.35762,102.23011,0
Klinik Desa,Klinik Desa Kampung Laut,16200,Tumpat,Kelantan,6.15848,102.2304,0
Klinik Desa,KLINIK DESA KAMPUNG PINTU GENG,15100,Kota Bharu,Kelantan,6.10167,102.23056,0
Klinik Desa,KLINIK DESA PADANG SEBANG,78000,Alor Gajah,Melaka,2.45757,102.23083,0
Klinik Desa,KLINIK DESA PALOH 1 (KESEDAR),18300,Gua Musang,Kelantan,5.00944,102.23139,0
Klinik Desa,KLINIK DESA KEDAI MULONG,16100,Kota Bharu,Kelantan,6.04293,102.23783,0
Klinik Desa,KLINIK DESA KAMPUNG CHE LATIF,15350,Kota Bharu,Kelantan,6.20101,102.23851,0
Klinik Desa,KLINIK DESA KAMPUNG JAWI-JAWI,28300,Bentong,Pahang,3.16971,102.23956,0
Klinik Desa,KLINIK DESA BACHANG,75200,Melaka Tengah,Melaka,2.2256,102.24143,0
Klinik Desa,KLINIK DESA CHEMOMOI,28310,Bentong,Pahang,3.243694,102.242708,0
Klinik Desa,KLINIK DESA KAMPUNG TIKAT,15350,Kota Bharu,Kelantan,6.15412,102.24327,0
Klinik Desa,KLINIK DESA BUKIT BAKAR,18500,Machang,Kelantan,5.7413,102.24469,0
Klinik Desa,KLINIK DESA KADOK,16450,Kota Bharu,Kelantan,5.99861,102.24472,0
Klinik Desa,KLINIK DESA KAMPUNG PERIA,18000,Kuala Krai,Kelantan,5.428898,102.246044,0
Klinik Desa,KLINIK DESA BETING,72000,Kuala Pilah,Negeri Sembilan,2.77493,102.2474,0
Klinik Desa,KLINIK DESA JERANG,72400,Jelebu,Negeri Sembilan,3.12627,102.24774,0
Klinik Desa,KLINIK DESA GADEK,78000,Alor Gajah,Melaka,2.40825,102.24828,0
Klinik Desa,KLINIK DESA BIAK,18020,Kuala Krai,Kelantan,5.33472,102.24861,0
Klinik Desa,KLINIK DESA KAMPUNG TAKIL,18500,Machang,Kelantan,5.80038,102.25015,0
Klinik Desa,KLINIK DESA KRUBONG,75200,Melaka Tengah,Melaka,2.29698,102.25151,0
Klinik Desa,KLINIK DESA BATU BERENDAM,75200,Melaka Tengah,Melaka,2.24962,102.25208,0
Klinik Desa,KLINIK DESA KAMPUNG KIJANG,15350,Kota Bharu,Kelantan,6.17599,102.25295,0
Klinik Desa,KLINIK DESA SENALING,72000,Kuala Pilah,Negeri Sembilan,2.70577,102.25318,0
Klinik Desa,KLINIK DESA INAS,73100,Kuala Pilah,Negeri Sembilan,2.62198,102.25398,0
Klinik Desa,KLINIK DESA PANTAI BELIMBING,76100,Alor Gajah,Melaka,2.34215,102.25408,0
Klinik Desa,KLINIK DESA PANTAI KUNDOR,15350,Kota Bharu,Kelantan,6.19875,102.25461,0
Klinik Desa,KLINIK DESA LAKAI,72400,Jelebu,Negeri Sembilan,3.05129,102.25602,0
Klinik Desa,KLINIK DESA KAMPUNG KARANGAN,18000,Kuala Krai,Kelantan,5.31423,102.25675,0
Klinik Desa,KLINIK DESA AYIR MAWANG,73100,Kuala Pilah,Negeri Sembilan,2.56119,102.25906,0
Klinik Desa,KLINIK DESA BELIMBING DALAM,75200,Alor Gajah,Melaka,2.31867,102.25918,0
Klinik Desa,KLINIK DESA SIMPANG PERTANG,72300,Jelebu,Negeri Sembilan,2.94837,102.25922,0
Klinik Desa,KLINIK DESA KAMPUNG BUT,16450,Kota Bharu,Kelantan,5.978665,102.262266,0
Klinik Desa,KLINIK DESA PELANGAI,72000,Kuala Pilah,Negeri Sembilan,2.7698,102.26285,0
Klinik Desa,KLINIK DESA BATU TINGGI,16450,Kota Bharu,Kelantan,5.923133,102.265828,0
Klinik Desa,KLINIK DESA PASOH 1,72300,Jelebu,Negeri Sembilan,3.016219,102.26836,0
Klinik Desa,KLINIK DESA PALOH 3 (KESEDAR),18300,Gua Musang,Kelantan,5.00639,102.27056,0
Klinik Desa,KLINIK DESA DESA BAKTI,28400,Temerloh,Pahang,3.5002,102.2713,0
Klinik Desa,KLINIK DESA KAMPUNG SUNGAI SOK,18000,Kuala Krai,Kelantan,5.38056,102.27139,0
Klinik Desa,KLINIK DESA BAYU BAYAM,15200,Kota Bharu,Kelantan,6.121952,102.271395,0
Klinik Desa,KLINIK DESA SUNGAI KEMAHAL,28320,Bera,Pahang,3.179877,102.271793,0
Klinik Desa,KLINIK DESA KAMPUNG LALOH,18000,Kuala Krai,Kelantan,5.30674,102.27263,0
Klinik Desa,KLINIK DESA KAMPUNG PARIT,16150,Kota Bharu,Kelantan,6.054848,102.273308,0
Klinik Desa,KLINIK DESA BATU MENGKEBANG,18000,Kuala Krai,Kelantan,5.51806,102.275,0
Klinik Desa,KLINIK DESA KAMPUNG CHEMPAKA,16100,Kota Bharu,Kelantan,6.13667,102.27528,0
Klinik Desa,KLINIK DESA BUKIT PIATU,75150,Melaka Tengah,Melaka,2.21409,102.27576,0
Klinik Desa,KLINIK DESA SUNGAI DUA,72000,Kuala Pilah,Negeri Sembilan,2.75704,102.27579,0
Klinik Desa,KLINIK DESA SERTING ULU,71200,Jempol,Negeri Sembilan,2.92531,102.27653,0
Klinik Desa,KLINIK DESA KAMPUNG CHENULANG,18000,Kuala Krai,Kelantan,5.61194,102.2775,0
Klinik Desa,KLINIK DESA MACHAP UMBOO,78100,Alor Gajah,Melaka,2.38157,102.27772,0
Klinik Desa,KLINIK DESA ULU JUASSEH,72500,Kuala Pilah,Negeri Sembilan,2.8095,102.27864,0
Klinik Desa,KLINIK DESA KAMPUNG PENDERAS,28050,Temerloh,Pahang,3.73279,102.28115,0
Klinik Desa,KLINIK DESA SEMABOK,75050,Melaka Tengah,Melaka,2.20268,102.28313,0
Klinik Desa,KLINIK DESA CHALIL (KESEDAR),18300,Gua Musang,Kelantan,5.09694,102.28444,0
Klinik Desa,KLINIK DESA KAMPUNG BARU,27000,Jerantut,Pahang,3.91994,102.28762,0
Klinik Desa,KLINIK DESA KAMPUNG MELOR,16400,Kota Bharu,Kelantan,5.96322,102.28911,0
Klinik Desa,KLINIK DESA WAKAF STAN,15000,Kota Bharu,Kelantan,6.07333,102.29028,0
Klinik Desa,KLINIK DESA KERU,73009,Tampin,Negeri Sembilan,2.49353,102.29246,0
Klinik Desa,KLINIK DESA BELUKAR MACHANG,18500,Machang,Kelantan,5.75992,102.29246,0
Klinik Desa,KLINIK DESA BUKIT MERBAU,16410,Pasir Puteh,Kelantan,5.905989,102.294366,0
Klinik Desa,KLINIK DESA KAMPUNG MENTUAN,16150,Kota Bharu,Kelantan,6.081137,102.299549,0
Klinik Desa,KLINIK DESA BUKIT KATIL,75450,Melaka Tengah,Melaka,2.2245,102.29975,0
Klinik Desa,KLINIK DESA SOLOK MENGGONG,78000,Alor Gajah,Melaka,2.41216,102.3008,0
Klinik Desa,KLINIK DESA SUNGAI PAS (SRI KENANGAN),18000,Kuala Krai,Kelantan,5.48611,102.30083,0
Klinik Desa,KLINIK DESA PASOH 4 (KD Lama),72300,Jelebu,Negeri Sembilan,3.01433,102.30091,0
Klinik Desa,KLINIK DESA PANJI,16100,Kota Bharu,Kelantan,6.1293,102.30091,0
Klinik Desa,KLINIK DESA KAMPUNG BEREK,16150,Kota Bharu,Kelantan,6.052094,102.301941,0
Klinik Desa,KLINIK DESA PASOH 2,72300,Jempol,Negeri Sembilan,2.9388,102.30241,0
Klinik Desa,KLINIK DESA PAK BADOL,16400,Bachok,Kelantan,5.94077,102.30552,0
Klinik Desa,KLINIK DESA JENDERAK SELATAN (FELDA),28050,Temerloh,Pahang,3.63347,102.30771,0
Klinik Desa,KLINIK DESA JENDERAK UTARA,28050,Temerloh,Pahang,3.68134,102.30976,0
Klinik Desa,KLINIK DESA REMBANG PANAS,72500,Kuala Pilah,Negeri Sembilan,2.77766,102.31371,0
Klinik Desa,KLINIK DESA BANGGOL PA' ESAH,16410,Pasir Puteh,Kelantan,5.861093,102.314936,0
Klinik Desa,KLINIK DESA KAMPUNG ARIL,16400,Kota Bharu,Kelantan,5.993021,102.316324,0
Klinik Desa,KLINIK DESA BATU KIKIR,72200,Jempol,Negeri Sembilan,2.82733,102.31707,0
Klinik Desa,KLINIK DESA ALOR BAKAT,16400,Bachok,Kelantan,5.95832,102.31786,0
Klinik Desa,KLINIK DESA KEMUMIN ,16100,Kota Bharu,Kelantan,6.153603,102.318053,0
Klinik Desa,KLINIK DESA SERTING TENGAH,72100,Jempol,Negeri Sembilan,2.89514,102.3186,0
Klinik Desa,KLINIK DESA CHUCHOH PUTRI,18000,Kuala Krai,Kelantan,5.38229,102.32027,0
Klinik Desa,KLINIK DESA DANGI,72000,Kuala Pilah,Negeri Sembilan,2.64409,102.3203,0
Klinik Desa,KLINIK DESA TELOK MAS,75460,Melaka Tengah,Melaka,2.16452,102.32077,0
Klinik Desa,KLINIK DESA LUBUK PUKUL,16150,Kota Bharu,Kelantan,6.077487,102.321208,0
Klinik Desa,KLINIK DESA ULU CHEKA,27000,Jerantut,Pahang,3.94461,102.324,0
Klinik Desa,KLINIK DESA BUKIT PUCHONG,28320,Bera,Pahang,3.23077,102.32518,0
Klinik Desa,KLINIK DESA KAMPUNG KEPIS,73100,Kuala Pilah,Negeri Sembilan,2.70072,102.32533,0
Klinik Desa,KLINIK DESA PANGKALAN DATU,16150,Kota Bharu,Kelantan,6.139583,102.325508,0
Klinik Desa,KLINIK DESA PENGKALAN FERI,15100,Kota Bharu,Kelantan,6.152844,102.326574,0
Klinik Desa,KLINIK DESA KOLAM,16400,Bachok,Kelantan,5.93736,102.32748,0
Klinik Desa,KLINIK DESA PASOH 3,72200,Jempol,Negeri Sembilan,2.92924,102.32932,0
Klinik Desa,KLINIK DESA TEBONG,73009,Tampin,Negeri Sembilan,2.48261,102.32942,0
Klinik Desa,KLINIK DESA PERMATANG SUNGKAI,16410,Pasir Puteh,Kelantan,5.846301,102.33067,0
Klinik Desa,KLINIK DESA SUNGAI LEKOK,27000,Jerantut,Pahang,3.90111,102.3307,0
Klinik Desa,KLINIK DESA KEMEROK,16100,Kota Bharu,Kelantan,6.17254,102.3308,0
Klinik Desa,KLINIK DESA PAUH LIMA,16390,Bachok,Kelantan,6.00901,102.334111,0
Klinik Desa,KLINIK DESA WAKAF AIK,16050,Bachok,Kelantan,6.13996,102.337508,0
Klinik Desa,KLINIK DESA LEBIR,18300,Gua Musang,Kelantan,5.162629,102.338022,0
Klinik Desa,KLINIK DESA TELOSAN,16800,Pasir Puteh,Kelantan,5.77158,102.33851,0
Klinik Desa,KLINIK DESA KUCHELONG,19390,Bachok,Kelantan,6.02154,102.33936,0
Klinik Desa,KLINIK DESA WAKAF BUNUT,16400,Pasir Puteh,Kelantan,5.91944,102.34028,0
Klinik Desa,KLINIK DESA TEBONG,76460,Alor Gajah,Melaka,2.45439,102.3405,0
Klinik Desa,KLINIK DESA BUKIT ABAL,16800,Pasir Puteh,Kelantan,5.87594,102.3418,0
Klinik Desa,KLINIK DESA BELUKAR BACHOK,16050,Bachok,Kelantan,5.95744,102.34495,0
Klinik Desa,KLINIK DESA KAMPUNG JELAI,72500,Kuala Pilah,Negeri Sembilan,2.73884,102.34666,0
Klinik Desa,KLINIK DESA FELDA KEPIS,72500,Kuala Pilah,Negeri Sembilan,2.73891,102.3468,0
Klinik Desa,KLINIK DESA KAMPUNG TEHEL,77000,Jasin,Melaka,2.23347,102.34792,0
Klinik Desa,KLINIK DESA CHERANG LAUT,15000,Bachok,Kelantan,6.15611,102.34917,0
Klinik Desa,KLINIK DESA PAYA DALAM,75460,Melaka Tengah,Melaka,2.1928,102.34994,0
Klinik Desa,KLINIK DESA PAYA TEH,27000,Jerantut,Pahang,3.968575,102.350349,0
Klinik Desa,KLINIK DESA PAYA SOK,28050,Temerloh,Pahang,3.78067,102.35342,0
Klinik Desa,KLINIK DESA KEPALA BATAS,16390,Bachok,Kelantan,5.947187,102.353504,0
Klinik Desa,KLINIK DESA SERTING ILIR,72100,Jempol,Negeri Sembilan,2.81881,102.35365,0
Klinik Desa,KLINIK DESA TAWANG,16050,Bachok,Kelantan,6.120799,102.356818,0
Klinik Desa,KLINIK DESA TASEK PAUH,16400,Pasir Puteh,Kelantan,5.90095,102.35899,0
Klinik Desa,KLINIK DESA PINTU GERBANG,16050,Bachok,Kelantan,6.073251,102.359782,0
Klinik Desa,KLINIK DESA PAUH SEMBILAN,16050,Bachok,Kelantan,6.092933,102.360118,0
Klinik Desa,KLINIK DESA BEKALAM,16050,Bachok,Kelantan,6.04402,102.36155,0
Klinik Desa,KLINIK DESA TIANG DUA,75460,Melaka Tengah,Melaka,2.21387,102.36227,0
Klinik Desa,KLINIK DESA PADANG PAK AMAT,16800,Pasir Puteh,Kelantan,5.8448,102.36238,0
Klinik Desa,KLINIK DESA SUNGAI JERNIH,73200,Tampin,Negeri Sembilan,2.54772,102.36241,0
Klinik Desa,KLINIK DESA SUNGAI LUI,72120,Jempol,Negeri Sembilan,3.08402,102.3648,0
Klinik Desa,KLINIK DESA KAMPUNG CHEBONG,27020,Jerantut,Pahang,4.107147,102.365526,0
Klinik Desa,KLINIK DESA KUALA MAI,28050,Temerloh,Pahang,3.76822,102.36655,0
Klinik Desa,KLINIK DESA TELAGA ARA,16390,Bachok,Kelantan,5.971493,102.3687,0
Klinik Desa,KLINIK DESA PULAI,77300,Jasin,Melaka,2.14225,102.36902,0
Klinik Desa,KLINIK DESA KESANG PAJAK,77500,Jasin,Melaka,2.32683,102.37065,0
Klinik Desa,KLINIK DESA KERDAU,28020,Temerloh,Pahang,3.57585,102.37111,0
Klinik Desa,KLINIK DESA KAMPUNG LEMBAH,16710,Pasir Puteh,Kelantan,5.78083,102.37111,0
Klinik Desa,KLINIK DESA KAMPUNG LABU,27020,Jerantut,Pahang,4.167187,102.372108,0
Klinik Desa,KLINIK DESA JELAWAT,16370,Bachok,Kelantan,6.009178,102.373331,0
Klinik Desa,KLINIK DESA BUKIT DINDING,27000,Jerantut,Pahang,3.83331,102.37631,0
Klinik Desa,KLINIK DESA (RUMAH SEWA) KG. NARA,16800,Pasir Puteh,Kelantan,5.85674,102.37746,0
Klinik Desa,KLINIK DESA BEMBAN,77000,Jasin,Melaka,2.267561,102.377729,0
Klinik Desa,KINIK DESA BUKIT ROKAN BARAT,73200,Jempol,Negeri Sembilan,2.67607,102.37936,0
Klinik Desa,KLINIK DESA LUI BARAT,72100,Jempol,Negeri Sembilan,2.95541,102.3799,0
Klinik Desa,KLINIK DESA AIR HITAM,72120,Jempol,Negeri Sembilan,2.93722,102.38,0
Klinik Desa,KLINIK DESA PADANG PIOL,27000,Jerantut,Pahang,4.03421,102.38096,0
Klinik Desa,KLINIK DESA ON LOK,77500,Jasin,Melaka,2.47109,102.38327,0
Klinik Desa,KLINIK DESA SUNGAI RETANG,27000,Jerantut,Pahang,4.132031,102.385206,0
Klinik Desa,KLINIK DESA ULU ROKAN,73200,Tampin,Negeri Sembilan,2.5668,102.38524,0
Klinik Desa,KLINIK DESA TRAS,27670,Raub,Pahang,3.89264,102.38586,0
Klinik Desa,KLINIK DESA PERUPOK,16300,Bachok,Kelantan,6.093399,102.386383,0
Klinik Desa,KLINIK DESA KUAU,16050,Bachok,Kelantan,6.0366,102.38648,0
Klinik Desa,KLINIK DESA TEMIN,27000,Jerantut,Pahang,3.89196,102.38781,0
Klinik Desa,KLINIK DESA JELOR,16400,Pasir Puteh,Kelantan,5.88806,102.38861,0
Klinik Desa,KLINIK DESA TEDONG,77300,Jasin,Melaka,2.14394,102.39232,0
Klinik Desa,KLINIK DESA KAMPUNG RAJA,28020,Temerloh,Pahang,3.48082,102.39554,0
Klinik Desa,KLINIK DESA LIPAT KAJANG,28020,Temerloh,Pahang,3.57901,102.39702,0
Klinik Desa,KLINIK DESA DESA MURNI,28020,Temerloh,Pahang,3.53121,102.39726,0
Klinik Desa,KLINIK DESA MENGKUANG,28320,Bera,Pahang,3.18736,102.39729,0
Klinik Desa,KLINIK DESA KESANG TUA,77500,Jasin,Melaka,2.3163,102.39752,0
Klinik Desa,KLINIK DESA BUKIT KELULUT,28000,Temerloh,Pahang,3.43601,102.3982,0
Klinik Desa,KLINIK DESA AYER MERBAU,77000,Jasin,Melaka,2.27848,102.39941,0
Klinik Desa,KLINIK DESA LUI SELATAN,72120,Jempol,Negeri Sembilan,3.00169,102.40026,0
Klinik Desa,KLINIK DESA MELAWI,16300,Bachok,Kelantan,6.0325,102.40047,0
Klinik Desa,KLINIK DESA BEOH,16390,Bachok,Kelantan,5.916524,102.400603,0
Klinik Desa,KLINIK DESA KUALA TEKAL,28050,Temerloh,Pahang,3.6216,102.40083,0
Klinik Desa,KLINIK DESA BUKIT GENTING,27000,Jerantut,Pahang,3.84686,102.40232,0
Klinik Desa,KLINIK DESA BUKIT ROKAN (FELDA),73400,Tampin,Negeri Sembilan,2.60524,102.40256,0
Klinik Desa,KLINIK DESA GEMENCHEH,73200,Tampin,Negeri Sembilan,2.51955,102.40602,0
Klinik Desa,KLINIK DESA LUI TIMUR (FELDA),72120,Jempol,Negeri Sembilan,3.0693,102.40893,0
Klinik Desa,KLINIK DESA PANTAI BARU,16400,Bachok,Kelantan,6.02658,102.41073,0
Klinik Desa,KLINIK DESA PURUN,28000,Temerloh,Pahang,3.566136,102.414122,0
Klinik Desa,KLINIK DESA BATANG MELAKA,77500,Jasin,Melaka,2.47231,102.414336,0
Klinik Desa,KLINIK DESA BUKIT SENGGEH (FELDA),77100,Jasin,Melaka,2.39438,102.41477,0
Klinik Desa,KLINIK DESA TRIANG 1,28200,Bera,Pahang,3.246944,102.415206,0
Klinik Desa,KLINIK DESA BERIS LALANG,16300,Bachok,Kelantan,5.94222,102.41694,0
Klinik Desa,KLINIK DESA BUKIT ROKAN UTARA,73200,Tampin,Negeri Sembilan,2.66073,102.41745,0
Klinik Desa,KLINIK DESA MENGKARAK,28300,Bera,Pahang,3.33107,102.41921,0
Klinik Desa,KLINIK DESA LEBAK SEBERANG,28000,Temerloh,Pahang,3.40188,102.42254,0
Klinik Desa,KLINIK DESA JERANTUT FERI,27150,Jerantut,Pahang,3.9586,102.42412,0
Klinik Desa,KLINIK DESA GONG KULIM,16800,Pasir Puteh,Kelantan,5.869746,102.424743,0
Klinik Desa,KLINIK DESA REKANG,16300,Bachok,Kelantan,6.005,102.42639,0
Klinik Desa,KLINIK DESA BUKIT NIKMAT,27090,Jerantut,Pahang,3.83065,102.42779,0
Klinik Desa,KLINIK DESA JENGKA 25,26400,Maran,Pahang,3.727605,102.430322,0
Klinik Desa,KLINIK DESA WAKAF RAJA,16800,Pasir Puteh,Kelantan,5.76625,102.43044,0
Klinik Desa,KLINIK DESA GEDOK,73200,Tampin,Negeri Sembilan,2.55642,102.432,0
Klinik Desa,KLINIK DESA LEBAK,28400,Temerloh,Pahang,3.39102,102.43243,0
Klinik Desa,KLINIK DESA KAMPUNG BANGAU,28400,Temerloh,Pahang,3.470221,102.436781,0
Klinik Desa,KLINIK DESA JENGKA 24,26400,Jerantut,Pahang,3.78749,102.43848,0
Klinik Desa,KLINIK DESA TELOK SENTANG,28000,Temerloh,Pahang,3.55251,102.43876,0
Klinik Desa,KLINIK DESA KAMPUNG BINTANG,28000,Temerloh,Pahang,3.49636,102.43921,0
Klinik Desa,KLINIK DESA SUNGAI PUTAT,27000,Jerantut,Pahang,3.895535,102.442938,0
Klinik Desa,KLINIK DESA DURIAN TAWAR,28200,Bera,Pahang,3.34225,102.44358,0
Klinik Desa,KLINIK DESA SIMPANG KERAYONG,77000,Jasin,Melaka,2.293696,102.444355,0
Klinik Desa,KLINIK DESA KANDIS,16300,Bachok,Kelantan,5.94972,102.44472,0
Klinik Desa,KLINIK DESA AIR TAWAR 1 (FELDA),81920,Kota Tinggi,Johor,2.13038,102.44822,0
Klinik Desa,KLINIK DESA AYER TAWAR,77300,Jasin,Melaka,2.13038,102.44822,0
Klinik Desa,KLINIK DESA SUNGAI PETAI,16800,Pasir Puteh,Kelantan,5.81611,102.45028,0
Klinik Desa,KLINIK DESA PADANG LANDAK,22000,Besut,Terengganu,5.74333,102.45258,0
Klinik Desa,KLINIK DESA KERAYONG,28200,Bera,Pahang,3.2635,102.45463,0
Klinik Desa,KLINIK DESA SEMUJUK (FELCRA),77300,Jasin,Melaka,2.22115,102.45712,0
Klinik Desa,KLINIK DESA BUKIT AWANG,16800,Pasir Puteh,Kelantan,5.76889,102.46028,0
Klinik Desa,KLINIK DESA PAYA PULAI,28000,Temerloh,Pahang,3.45941,102.46311,0
Klinik Desa,KLINIK DESA KAMPUNG BESAR,16700,Pasir Puteh,Kelantan,5.86299,102.46655,0
Klinik Desa,KLINIK DESA JENGKA 9,26400,Jerantut,Pahang,3.81445,102.46815,0
Klinik Desa,KLINIK DESA JENGKA BATU 13,28100,Maran,Pahang,3.76275,102.46824,0
Klinik Desa,KLINIK DESA JENGKA 21,26400,Maran,Pahang,3.73312,102.47012,0
Klinik Desa,KLINIK DESA CHENDERAH,77000,Jasin,Melaka,2.298717,102.471135,0
Klinik Desa,KLINIK DESA SEBATU,77400,Jasin,Melaka,2.12343,102.4715,0
Klinik Desa,KLINIK DESA NYALAS,77100,Jasin,Melaka,2.433686,102.47225,0
Klinik Desa,KLINIK DESA JENGKA 23,28000,Maran,Pahang,3.63641,102.474761,0
Klinik Desa,KLINIK DESA BATU GAJAH PASIR,77400,Jasin,Melaka,2.15575,102.47682,0
Klinik Desa,KLINIK DESA TOK BALI,16700,Pasir Puteh,Kelantan,5.89528,102.4775,0
Klinik Desa,KLINIK DESA GOLOK,16700,Pasir Puteh,Kelantan,5.84472,102.47972,0
Klinik Desa,KLINIK DESA PULAPAH,72120,Jempol,Negeri Sembilan,2.9617,102.48162,0
Klinik Desa,KLINIK DESA KAMPUNG GUAI,28000,Temerloh,Pahang,3.342698,102.481992,0
Klinik Desa,KLINIK DESA KAMPUNG PAGI,27020,Jerantut,Pahang,4.446773,102.483795,0
Klinik Desa,KLINIK DESA KAMPUNG LA,22020,Besut,Terengganu,5.52647,102.48506,0
Klinik Desa,KLINIK DESA JENGKA 12,26430,Jerantut,Pahang,3.77726,102.48742,0
